stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.4649786055088043,0.4649712145328522,0.39120709896087646,5.453248269615685e-11,0.1530430018901825,True,53.5,1.8876475223805755e-05
mean_ub,0.5097721815109253,0.5271090269088745,0.26612797379493713,0.0003005666076205671,0.07112466543912888,True,59.788360595703125,0.06514481455087662
std_ub,0.514136016368866,0.36405816674232483,0.247541606426239,0.022523364052176476,0.08380021154880524,True,80.42327880859375,0.6062732934951782
10q_ub,0.1527000069618225,0.19152651727199554,0.052673205733299255,0.0015074984403327107,0.004281963687390089,True,20.38359832763672,0.7371208071708679
30q_ub,0.241799995303154,0.30010291934013367,0.1137787252664566,0.003399230306968093,0.01634482853114605,True,26.984127044677734,0.5124237537384033
50q_ub,0.35179999470710754,0.42447277903556824,0.19683335721492767,0.00528133288025856,0.04402470588684082,True,35.72751235961914,0.3692096769809723
70q_ub,0.5376999974250793,0.6071763634681702,0.3288584351539612,0.0048269652761518955,0.11297482997179031,True,47.619049072265625,0.21126526594161987
90q_ub,1.0261000394821167,0.9990254640579224,0.6163891553878784,0.0007330304943025112,0.380668580532074,True,66.13756561279297,0.043924421072006226
mean_lb,-0.5072885155677795,-0.5153284072875977,0.24463742971420288,6.464018224505708e-05,0.05991211161017418,True,43.29896926879883,0.03286460414528847
std_lb,0.478574275970459,0.3533560037612915,0.2327861785888672,0.0156796183437109,0.0698690190911293,True,78.86598205566406,0.5379111766815186
10q_lb,0.15929999947547913,0.18914856016635895,0.052075114101171494,0.0008909365278668702,0.0036027543246746063,True,25.773195266723633,0.5731828212738037
30q_lb,0.24950000643730164,0.2915925681591034,0.09775696694850922,0.0017717842711135745,0.01132820826023817,True,32.989688873291016,0.43058380484580994
50q_lb,0.359499990940094,0.4171479344367981,0.1792178750038147,0.0033232844434678555,0.03544233366847038,True,40.721649169921875,0.3216639757156372
70q_lb,0.5432000160217285,0.5988435745239258,0.3024681806564331,0.0030962072778493166,0.0945831909775734,True,48.208763122558594,0.1839650571346283
90q_lb,1.0140000581741333,0.967484176158905,0.5700444579124451,0.0021637219469994307,0.32711437344551086,True,65.46392059326172,0.08160034567117691
